name	country	gender	birthdate	birthyear	competition_years	first	last	results
K. JENSEN	DEN	W	None	None	1971	1971	1971	FA Final,6,W8+
D. JENSEN	DEN	W	None	None	1971	1971	1971	FA Final,6,W8+
Giorgio ZAFFANELLA	ITA	M	None	None	1978	1978	1978	FB Final,2,JM4+
Francesco AZZALI	ITA	M	None	None	1978	1978	1978	FB Final,2,JM4+
Carlo BIANCHI	ITA	M	None	None	1978	1978	1978	FB Final,2,JM4+
Giuliana CREVATIN	ITA	W	None	None	1978	1978	1978	FB Final,4,JW2x
Marina MILLAURO	ITA	W	None	None	1978	1978	1978	FB Final,4,JW2x
Daniela MARINO	ITA	W	None	None	1978	1978	1978	FB Final,3,JW1x
Marina MAINA	ITA	W	None	None	1978	1978	1978	FB Final,3,JW4x+
Germana BERARDI	ITA	W	None	None	1978	1978	1978	FB Final,3,JW4x+
Margherita ITALIANO	ITA	W	None	None	1978	1978	1978	FB Final,3,JW4x+
Paola CATANI	ITA	W	None	None	1978	1978	1978	FB Final,3,JW4x+
Simonetta BARA	ITA	W	None	None	1978	1978	1978	FB Final,3,JW4x+
Salvatore CATALANO	ITA	M	None	None	1979	1979	1979	FB Final,4,JM4+
Giovanni ALBANESE	ITA	M	None	None	1979	1979	1979	FB Final,4,JM4+
Davide MAJOCCHI	ITA	M	None	None	1979	1979	1979	FB Final,4,JM4+
Mauro GIUDICI	ITA	M	None	None	1979	1979	1979	FB Final,4,JM4+
Adriana CHELATRJU	ROU	W	None	None	1981	1981	1981	FA Final,1,JW1x
Marion DEWALD	GER	W	None	None	1981	1981	1981	FA Final,2,JW4x+
Sabine MUELLER  I	GER	W	None	None	1981	1981	1981	FA Final,2,JW4x+
Violeta OPREA	ROU	W	None	None	1981	1981	1981	FA Final,3,JW4x+
Nastaca IURECA	ROU	W	None	None	None	None	NoneNone
Aurelia DARCO	ROU	W	None	None	1981	1981	1981	FA Final,3,JW4x+
Cristina DINU	ROU	W	None	None	1982;1981	1981	1982	FA Final,3,W4+;FA Final,3,JW4x+
Emilia DUSUNOVA	BUL	W	None	None	1981	1981	1981	FA Final,5,JW4x+
Anniek TEUBNER	NED	W	None	None	1981	1981	1981	FA Final,6,JW4x+
Gregor VOS	NED	M	None	None	1980	1980	1980	FA Final,3,JM1x
Francisco RODRIGUES	POR	M	None	None	1980	1980	1980	FB Final,6,JM1x
Jamie HANSON	CAN	M	None	None	1980	1980	1980	FB Final,3,JM1x
Sergei NAZARENKO	RUS	M	None	None	1980	1980	1980	FB Final,1,JM1x
Vladimir BARAN	RUS	M	None	None	1980	1980	1980	FA Final,1,JM4x
Juri GAJDUCK	RUS	M	None	None	1980	1980	1980	FA Final,1,JM4x
Victor POGREBITSKY	RUS	M	None	None	1980	1980	1980	FA Final,1,JM4x
Rainer WIELAND	GER	M	None	None	1980	1980	1980	FA Final,3,JM4x
Gerd ULITZKA	GER	M	None	None	1980	1980	1980	FA Final,3,JM4x
Olav KROGH	NOR	M	None	None	1980	1980	1980	FA Final,4,JM4x
Veyle VINJE	NOR	M	None	None	1980	1980	1980	FA Final,4,JM4x
Trond KATHENES	NOR	M	None	None	1980	1980	1980	FA Final,4,JM4x
Jens MUELLER	GER	M	None	None	1980	1980	1980	FA Final,5,JM4x
Peter BRAMM	GER	M	None	None	1980	1980	1980	FA Final,5,JM4x
Bernhard KLEINERMANN	GER	M	None	None	1980	1980	1980	FA Final,5,JM4x
Grzegorz NAKIELSKI	POL	M	None	None	1980	1980	1980	FB Final,1,JM4x
Istvan TOTH	NED	M	None	None	1980	1980	1980	FB Final,3,JM4x
Aleksander RADULOVIC	YUG	M	None	None	1980	1980	1980	FB Final,4,JM4x
Darko MITROVIC	YUG	M	None	None	1980	1980	1980	FB Final,4,JM4x
Antonio SERVEDIO	ITA	M	None	None	1980	1980	1980	FB Final,5,JM4x
Maurizio ROTA	ITA	M	None	None	1980	1980	1980	FB Final,5,JM4x
Walter EDTHOFER	AUT	M	None	None	1980	1980	1980	FB Final,6,JM4x
Geza EISSERER	AUT	M	None	None	1980	1980	1980	FB Final,6,JM4x
Anne PEGLION	FRA	W	None	None	1982	1982	1982	F Final,2,JW4+
Christine BEIGNON	FRA	W	None	None	1982	1982	1982	F Final,2,JW4+
Valentina BONEVA	BUL	W	None	None	1982	1982	1982	F Final,3,JW4+
Gergina STOINEVA	BUL	W	None	None	1982	1982	1982	F Final,3,JW4+
Albena PETKOVA	BUL	W	None	None	1982	1982	1982	F Final,3,JW4+
Radka JORDANOVA	BUL	W	None	None	1981	1981	1981	FA Final,1,JW2-
Penka DIMITROVA	BUL	W	None	None	1981	1981	1981	FA Final,1,JW2-
Titiana IFTIME	ROU	W	None	None	1981	1981	1981	FA Final,3,JW2-
Ecaterina TUDORICA	ROU	W	None	None	1981	1981	1981	FA Final,3,JW2-
Elena FEDEROVA	RUS	W	None	None	1981	1981	1981	FA Final,2,JW2-
Giorgio MANGANO	ITA	M	None	None	None	None	NoneNone
Marco SAPINO	ITA	M	None	None	1984	1984	1984	FA Final,4,JM4+
Olaf SOLBERG	NOR	M	None	None	1976	1976	1976	FA Final,2,LM4-
Davide GADDI	ITA	M	None	None	1988	1988	1988	FB Final,4,JM8+
Zoia MIRONOVA	RUS	W	None	None	1972	1972	1972	FA Final,1,W4+
Zoia SITNIKOVA	RUS	W	None	None	1972	1972	1972	F Final,1,W8+
Elena SHVACHKO	RUS	W	None	None	1972	1972	1972	F Final,1,W8+
Nadejda BONDAREVA	RUS	W	None	None	1972	1972	1972	F Final,1,W8+
Valentina KULIKOVA	RUS	W	None	None	1972	1972	1972	F Final,1,W8+
Ileana KONDOROCZI-NEMET	ROU	W	None	None	1972	1972	1972	FA Final,1,W4x+
Elena KONDRASHINA	RUS	W	None	None	1972	1972	1972	FA Final,1,W2x
Aneta SIEBURG	ROU	W	None	None	1972	1972	1972	F Final,2,W8+
Anne-Lise SCHRAMM	DEN	W	None	None	1972	1972	1972	FB Final,1,W1x
Ildiko SZENTKIRALY	HUN	W	None	None	None	None	NoneNone
Dimitrinka TODOROVA	BUL	W	None	None	1972	1972	1972	FB Final,2,W1x
Diana DRESTON	GBR	W	None	None	1972	1972	1972	FB Final,4,W1x
Alexandr RIAZANKIN	RUS	M	None	None	1973	1973	1973	FA Final,3,M8+
Gyula ZSENYEI	HUN	M	None	None	1973	1973	1973	FA Final,4,M8+
Peter HEGEDUY	HUN	M	None	None	1973	1973	1973	FA Final,4,M8+
Zoltan LENGYEL	HUN	M	None	None	1973	1973	1973	FA Final,4,M8+
Wolfgang HENKEL	GER	M	None	None	1973	1973	1973	FA Final,5,M8+
Dieter WILCKE	GER	M	None	None	1973	1973	1973	FA Final,5,M8+
Bogumil PIATEK	POL	M	None	None	1973	1973	1973	FB Final,1,M8+
Rafal JABEMA	POL	M	None	None	1973	1973	1973	FB Final,1,M8+
Andrzej NOWAKOWSKI	POL	M	None	None	1973	1973	1973	FB Final,1,M8+
D.W. VOETELINK	NED	M	None	None	1973	1973	1973	FB Final,2,M8+
A.J.C. GROND	NED	M	None	None	1973	1973	1973	FB Final,2,M8+
J.B. WOLTERS	NED	M	None	None	1973	1973	1973	FB Final,2,M8+
L. JONKER	NED	M	None	None	1973	1973	1973	FB Final,2,M8+
P.J. VAN D. HEYDEN	NED	M	None	None	1973	1973	1973	FB Final,2,M8+
C.A.E.D. FILIPPO	NED	M	None	None	1973	1973	1973	FB Final,2,M8+
J.P. KLEIN	NED	M	None	None	1973	1973	1973	FB Final,2,M8+
Odd G. SOERUM	NOR	M	None	None	1973	1973	1973	FA Final,3,M4-
Aurel MITARCA	ROU	M	None	None	1973	1973	1973	FA Final,6,M4-
Reinhard HOELLMUELLER	AUT	M	None	None	1973	1973	1973	FB Final,2,M4-
SUCHANEK	CZE	M	None	None	1973	1973	1973	FB Final,5,M4-
Marin HRISTOV	BUL	M	None	None	1973	1973	1973	FA Final,6,M2x
F.C. VERHULST	NED	M	None	None	1973	1973	1973	FB Final,3,M2x
Leif BROVAL	SWE	M	None	None	1973	1973	1973	FB Final,4,M2x
Constantin TOMA	ROU	M	None	None	1973	1973	1973	FB Final,5,M2x
Alexandr STAROSTIN	RUS	M	None	None	1973	1973	1973	FA Final,6,M2-
Alexandr ERSHOV	RUS	M	None	None	1973	1973	1973	FA Final,6,M2-
Paul DE WEERT  I	BEL	M	None	None	1999	1999	1999	F Final,1,M2+
Gennadi MOSKOVSKI	RUS	M	None	None	1973	1973	1973	FA Final,1,M4+
Alexandr JAROV	RUS	M	None	None	1973	1973	1973	FA Final,1,M4+
James DYREBY	USA	M	None	None	1973	1973	1973	FA Final,4,M4+
Metodi HALVADJIJSKI	BUL	M	None	None	1973	1973	1973	FA Final,6,M4+
Laurence ANDERSON	AUS	M	None	None	1973	1973	1973	FB Final,1,M4+
Gary DEHRING	AUS	M	None	None	1973	1973	1973	FB Final,1,M4+
William LILEY	AUS	M	None	None	1973	1973	1973	FB Final,1,M4+
Brian TONKIN	AUS	M	None	None	1973	1973	1973	FB Final,1,M4+
Karl JOHNSON	NZL	M	None	None	1973	1973	1973	FB Final,2,M4+
Ulrich LUETTGER	GER	M	None	None	1973	1973	1973	FB Final,3,M4+
Hans-Juergen HITZBLECK	GER	M	None	None	1973	1973	1973	FB Final,3,M4+
Ingo HABERKORN	GER	M	None	None	1973	1973	1973	FB Final,3,M4+
Christopher ETHERINGTON	GBR	M	None	None	1973	1973	1973	FB Final,5,M4+
Alexandr LUKIANOV	RUS	M	None	None	1973	1973	1973	FA Final,1,M2+
Pavel TIPPL	CZE	M	None	None	1973	1973	1973	FA Final,4,M2+
Michael NIEBUHR	GER	M	None	None	1973	1973	1973	FB Final,3,M2+
Flemming PETERSEN RAVN	DEN	M	None	None	1973	1973	1973	FB Final,4,M2+
Franz JUDMANN	AUT	M	None	None	1973	1973	1973	FB Final,5,M2+
Guenter QUAST	CAN	M	None	None	1973	1973	1973	FB Final,6,M2+
Margaret DUBBELBOER	NED	W	None	None	1973	1973	1973	FB Final,4,W1x
Vera NIKOLSKAIA	RUS	W	None	None	1973	1973	1973	FA Final,3,W4x+
LUDMILA ANDREEVA	RUS	W	None	None	1973	1973	1973	FA Final,3,W4x+
Vera FIODOREVA	RUS	W	None	None	1973	1973	1973	FA Final,3,W4x+
Ludmila ARZAKOVSKAIA	RUS	W	None	None	1973	1973	1973	FA Final,3,W4x+
Olga KLINISHEVA	RUS	W	None	None	1973	1973	1973	FA Final,1,W2x
Zsuzsanna KRIVAN	HUN	W	None	None	1973	1973	1973	FB Final,5,W2x
Judit RASKO	HUN	W	None	None	1973	1973	1973	FB Final,5,W2x
Darina JANKU	CZE	W	None	None	1973	1973	1973	FA Final,5,W4x+
Miluse NEFFEOVA	CZE	W	None	None	1973	1973	1973	FA Final,5,W4x+
Liliana VASEVA	BUL	W	None	None	1973	1973	1973	FA Final,6,W4x+
Katia MARIANOVA	BUL	W	None	None	1973	1973	1973	FA Final,6,W4x+
Stefka ANDREIEVA	BUL	W	None	None	1973	1973	1973	FA Final,6,W4x+
Cocky JONGENELEN-WERMEYER	NED	W	None	None	1973	1973	1973	FB Final,1,W4x+
Petra KOP	NED	W	None	None	1973	1973	1973	FB Final,1,W4x+
Marti VAN STEIN	NED	W	None	None	1973	1973	1973	FB Final,1,W4x+
Kitty JONGENELEN	NED	W	None	None	1973	1973	1973	FB Final,1,W4x+
Zofia MAJEWSKA	POL	W	None	None	1973	1973	1973	FB Final,2,W4x+
Hanna JANKOWSKA	POL	W	None	None	1973	1973	1973	FB Final,2,W4x+
Lois TRENCH	USA	W	None	None	1973	1973	1973	FB Final,3,W4x+
Kerstin HAMRIN	SWE	W	None	None	1973	1973	1973	FB Final,4,W4x+
Annmarie LARSSON	SWE	W	None	None	1973	1973	1973	FB Final,4,W4x+
Sibylle JOHANSSON	SWE	W	None	None	1973	1973	1973	FB Final,4,W4x+
Camilla KRETZ	SWE	W	None	None	1973	1973	1973	FB Final,4,W4x+
Vera ALEKSEEVA	RUS	W	None	None	1973	1973	1973	FA Final,1,W8+
Olga SHVETSOVA	RUS	W	None	None	1973	1973	1973	FA Final,1,W8+
Cornelia NEACSU	ROU	W	None	None	1973	1973	1973	FA Final,3,W8+
Eva MELIS MOLNAR	HUN	W	None	None	1973	1973	1973	FA Final,4,W8+
Agnes SANDOR BAN	HUN	W	None	None	1973	1973	1973	FA Final,4,W8+
Beatrix SERLY	HUN	W	None	None	1973	1973	1973	FA Final,4,W8+
Lidia POPOVA	BUL	W	None	None	1973	1973	1973	FA Final,5,W4+
Sia PIPERKOVA	BUL	W	None	None	1973	1973	1973	FA Final,5,W8+
Denka MITEVA	BUL	W	None	None	1973	1973	1973	FA Final,5,W8+
Anna JURCZAK	POL	W	None	None	1973	1973	1973	FA Final,6,W8+
Anna KUCOWSKA	POL	W	None	None	1973	1973	1973	FA Final,6,W8+
Barbara KOCERKA	POL	W	None	None	1973	1973	1973	FA Final,6,W8+
Monika PRYMICKA	POL	W	None	None	1973	1973	1973	FA Final,6,W8+
Ivonne VISCHSCHRAPER	NED	W	None	None	1973	1973	1973	FA Final,1,W4+
Tamara DANILINA	RUS	W	None	None	1973	1973	1973	FA Final,4,W4+
Galina LITOVETS	RUS	W	None	None	1973	1973	1973	FA Final,4,W4+
PANKRATOVA	RUS	W	None	None	1973	1973	1973	FA Final,4,W4+
Natalia ZIDOVNIKOVA	RUS	W	None	None	1973	1973	1973	FA Final,4,W4+
Marioara STOIAN	ROU	W	None	None	1973	1973	1973	FB Final,1,W4+
Margit KOMORNIK	HUN	W	None	None	1973	1973	1973	FB Final,2,W4+
Cara THORN	USA	W	None	None	1973	1973	1973	FB Final,3,W4+
Jody MCPHILLIPS	USA	W	None	None	1973	1973	1973	FB Final,3,W4+
Anne-Marie KILDUFF	CAN	W	None	None	1973	1973	1973	FB Final,4,W4+
Franz JENDROSSEK	GER	M	14 Apr 1991	1991	None	None	NoneNone
Alessandro MARIN	ITA	M	None	None	1977	1977	1977	FB Final,4,JM2x
Alberto GIMONA	ITA	M	None	None	1977	1977	1977	FB Final,3,JM4x
PierGiovanni RAZZAUTI	ITA	M	None	None	1977	1977	1977	FB Final,3,JM4x
Stefano MANCINI	ITA	M	None	None	1977	1977	1977	FB Final,3,JM4x
Mauro SARTI	ITA	M	None	None	1977	1977	1977	FB Final,2,JM8+
Alessandro MINELLI	ITA	M	None	None	1977	1977	1977	FB Final,2,JM8+
Andrea RIBEZZI	ITA	M	None	None	1977	1977	1977	FB Final,2,JM8+
Dieter WILL	GER	M	None	None	None	None	NoneNone
Bernd RENGER	GER	M	30 Sep 1947	1947	None	None	NoneNone
Bjoern ANDERSEN	DEN	M	None	None	None	None	NoneNone
Roberto BALMATIVOLA	ITA	M	None	None	1976	1976	1976	FB Final,2,LM4-
Ruggero CAPURSO	ITA	M	None	None	1976	1976	1976	FB Final,3,LM8+
Piero GAETANI	ITA	M	None	None	1976	1976	1976	FB Final,3,LM8+
Alessandro ORTELLI	ITA	M	None	None	1976	1976	1976	FB Final,3,LM8+
Alfredo SALDARINI	ITA	M	None	None	1976	1976	1976	FB Final,3,LM8+
Bruno MONSONI	ITA	M	None	None	1976	1976	1976	FB Final,3,LM8+
Djon ANDERSEN	DEN	M	None	None	1976	1976	1976	FA Final,3,LM4-
P. LUZ	GER	M	None	None	1976	1976	1976	FB Final,1,LM4-
R. TRAUTH	GER	M	None	None	1976	1976	1976	FB Final,1,LM4-
E. HAVERKATE	NED	M	None	None	1976	1976	1976	FA Final,5,LM4-
T. LUUNG	SWE	M	None	None	1976	1976	1976	FA Final,6,LM4-
W. BRAUL	CAN	M	None	None	1976	1976	1976	FB Final,3,LM4-
A. LOGIE	GBR	M	None	None	1976	1976	1976	FB Final,5,LM4-
G. STODDART	GBR	M	None	None	1976	1976	1976	FB Final,5,LM4-
H. OZDEN	TUR	M	None	None	1976	1976	1976	FB Final,6,LM4-
T. KOLETAVITOGLU	TUR	M	None	None	1976	1976	1976	FB Final,6,LM4-
S. NISLI	TUR	M	None	None	1976	1976	1976	FB Final,6,LM4-
A. CETIN	TUR	M	None	None	1976	1976	1976	FB Final,6,LM4-
D. CARPENTER	GBR	M	None	None	1976	1976	1976	FA Final,2,LM8+
H. WHEARE	GBR	M	None	None	1976	1976	1976	FA Final,2,LM8+
P. KWAPIL	AUT	M	None	None	1976	1976	1976	FB Final,1,LM8+
E. HELL	AUT	M	None	None	1976	1976	1976	FB Final,1,LM8+
L. EBELING	NED	M	None	None	1976	1976	1976	FA Final,4,LM8+
E. SCHAAFSMA	NED	M	None	None	1976	1976	1976	FA Final,4,LM8+
H. KLAASEN	NED	M	None	None	1976	1976	1976	FA Final,4,LM8+
P. VAN DER BERKEL	NED	M	None	None	1976	1976	1976	FA Final,4,LM8+
J. VAN DER MEI	NED	M	None	None	None	None	NoneNone
J. Willem LOUWERENS	NED	M	None	None	1976	1976	1976	FA Final,4,LM8+
E. HURKENS	NED	M	None	None	1976	1976	1976	FA Final,4,LM8+
J.P. BURAK	CAN	M	None	None	1976	1976	1976	FA Final,5,LM8+
S. DAUDE	CAN	M	None	None	1976	1976	1976	FA Final,5,LM8+
R. LANCESTER	CAN	M	None	None	1976	1976	1976	FA Final,5,LM8+
R. CRATHERS	CAN	M	None	None	1976	1976	1976	FA Final,5,LM8+
B. EWENSSON	SWE	M	None	None	1976	1976	1976	FA Final,6,LM8+
J. ANDERSSON  II	SWE	M	None	None	1976	1976	1976	FA Final,6,LM8+
? WALTHER	GER	M	None	None	1967	1967	1967	FA Final,3,JM1x
Adriano RITOSSA	ITA	M	None	None	1967	1967	1967	FA Final,4,JM1x
Jacques SPREUX	BEL	M	None	None	None	None	NoneNone
Umberto SCOLA	ITA	M	None	None	1967	1967	1967	FA Final,1,JM2x
Fabio CANTONI	ITA	M	None	None	1967	1967	1967	FA Final,1,JM2x
Livio FERRINI	ITA	M	None	None	1967	1967	1967	FA Final,3,JM2-
Carlo MIGLI	ITA	M	None	None	1967	1967	1967	FA Final,3,JM2-
Giuliano TARONI	ITA	M	None	None	1967	1967	1967	FA Final,2,JM2+
Giovanni VITTA	ITA	M	None	None	1967	1967	1967	FA Final,2,JM2+
Graziano TAMBANI	ITA	M	None	None	1967	1967	1967	FA Final,2,JM2+
Werner PLUESS	SUI	M	None	None	1967	1967	1967	FA Final,1,JM2-
? KYBURZ	SUI	M	None	None	1967	1967	1967	FA Final,5,JM2+
? BOSSHARD	SUI	M	None	None	1967	1967	1967	FA Final,5,JM2+
Giulio BOLDETTI	ITA	M	None	None	1967	1967	1967	FB Final,1,JM4-
G. Battista BURATTI	ITA	M	None	None	1967	1967	1967	FB Final,1,JM4-
Walter FOLCIA	ITA	M	None	None	1967	1967	1967	FB Final,1,JM4-
Attilio BONETTA	ITA	M	None	None	1967	1967	1967	FB Final,1,JM4-
Andrea SIMI	ITA	M	None	None	1967	1967	1967	FB Final,2,JM4+
Domenico ARLINI	ITA	M	None	None	1967	1967	1967	FB Final,2,JM4+
Daniele GAMBAROTTO	ITA	M	None	None	1967	1967	1967	FB Final,2,JM4+
Corrado BECCARINI	ITA	M	None	None	1967	1967	1967	FB Final,2,JM4+
Paolo LATINI	ITA	M	None	None	1967	1967	1967	FB Final,2,JM4+
Francesco CHIANESE	ITA	M	None	None	1967	1967	1967	FA Final,2,JM8+
Mario GIANGRASSO	ITA	M	None	None	1967	1967	1967	FA Final,2,JM8+
Raffaele LIETO	ITA	M	None	None	1967	1967	1967	FA Final,2,JM8+
Armando DI MASO	ITA	M	None	None	1967	1967	1967	FA Final,2,JM8+
Lucio VANNINI	ITA	M	None	None	1967	1967	1967	FA Final,2,JM8+
Pietro VAINO	ITA	M	None	None	1967	1967	1967	FA Final,2,JM8+
Alberto SCIVICCO	ITA	M	None	None	1967	1967	1967	FA Final,2,JM8+
Salvatore CAPUANO	ITA	M	None	None	1967	1967	1967	FA Final,2,JM8+
Jochen POEPPERL	GER	M	None	None	None	None	NoneNone
Wolfgang BAER	GER	M	None	None	None	None	NoneNone
Jan BERNHARD	GER	M	23 Nov 1994	1994	2013;2012;2011	2011	2013	FA Final,3,BM4+;FA Final,4,JM2-;FA Final,3,JM8+
Roque Jr. ABALA	PHI	M	15 May 1991	1991	2011	2011	2011	FE Final,1,BLM1x
Moran SAMUEL	ISR	W	24 Apr 1982	1982	2018;2017;2016;2016;2015;2015;2014;2014;2013;2013;2012;2012;2011;2011	2011	2018	FA Final,2,PR1 W1x;FA Final,2,PR1 W1x;FA Final,3,ASW1x;FA Final,3,ASW1x;FA Final,1,ASW1x;FA Final,1,ASW1x;FA Final,2,ASW1x;FA Final,4,ASW1x;FA Final,5,ASW1x;FA Final,4,ASW1x;FA Final,5,ASW1x;FA Final,5,ASW1x;FA Final,3,ASW1x;FA Final,3,ASW1x
Corinne SIMON	FRA	W	23 Jan 1976	1976	2012;2012;2011;2011	2011	2012	FB Final,2,LTAMix4+;FA Final,4,LTAMix4+;FA Final,4,LTAMix4+;FA Final,4,LTAMix4+
Levan BIRKAIA	GEO	M	23 Aug 1993	1993	2011	2011	2011	FD Final,5,JM2x
Archili BAIASHVILI	GEO	M	20 May 1996	1996	2014;2012;2011	2011	2014	FD Final,6,JM1x;FF Final,3,JM2x;FD Final,5,JM2x
Nikoloz KANDELAKI	GEO	M	27 Nov 1995	1995	2015;2015;2012;2012;2011	2011	2015	FE Final,4,LM1x;FD Final,2,LM1x;FE Final,2,JM1x;FC Final,4,BLM1x;FE Final,3,JM1x
Antoni TSEKOV	BUL	M	27 Dec 1992	1992	None	None	NoneNone
Borislav ALEKSANDROV	BUL	M	26 Jul 1995	1995	None	None	NoneNone
Hristo ATANASOV	BUL	M	22 Sep 1995	1995	2013;2012	2012	2013	FD Final,1,JM2x;FB Final,3,JM8+
Katrin BARAKOVA	BUL	W	11 Jun 1995	1995	None	None	NoneNone
Kristian TSENOV	BUL	M	28 Jan 1993	1993	2011	2011	2011	FC Final,5,JM4-
Lyubomir SVETOZAROV	BUL	M	15 Oct 1993	1993	2011	2011	2011	FC Final,5,JM4-
Mihaela YANEVA	BUL	W	11 Mar 1994	1994	None	None	NoneNone
Romeo ANGELOV	BUL	M	7 Jul 1993	1993	2014;2014;2013;2013;2012;2011	2011	2014	FD Final,2,BM1x;FD Final,1,M1x;FA Final,6,BM2x;FC Final,2,M2x;FC Final,4,BM1x;FB Final,1,JM2-
Steliyan POPOV	BUL	M	8 Apr 1994	1994	2015;2012	2012	2015	FC Final,6,BM2x;FB Final,3,JM8+
Stoyan CHERNAEV	BUL	M	15 Aug 1993	1993	2011	2011	2011	FC Final,5,JM2x
Stoyan MIHAYLOV	BUL	M	29 Sep 1993	1993	None	None	NoneNone
Tsvetomir SIMEONOV	BUL	M	6 Jun 1996	1996	2014;2013	2013	2014	FD Final,3,JM4x;FD Final,1,JM2x
Yoana TODOROVA	BUL	W	16 Dec 1995	1995	2012	2012	2012	F Final,6,JW8+
Luke ALMOND	GBR	M	14 May 1990	1990	2011	2011	2011	FA Final,3,LTAMix4+
Nicholas BEIGHTON	GBR	M	29 Sep 1981	1981	2012;2011;2011	2011	2012	FA Final,4,TAMix2x;FA Final,6,TAMix2x;FA Final,3,TAMix2x
Pamela RELPH	GBR	W	14 Nov 1989	1989	2016;2016;2015;2015;2014;2014;2013;2013;2012;2012;2011;2011	2011	2016	FA Final,1,LTAMix4+;None,None,None;FA Final,1,LTAMix4+;FA Final,1,LTAMix4+;FA Final,1,LTAMix4+;FA Final,1,LTAMix4+;F Final,1,LTAMix4+;FA Final,1,LTAMix4+;FA Final,1,LTAMix4+;FA Final,1,LTAMix4+;FA Final,1,LTAMix4+;FA Final,1,LTAMix4+
Umberto PATERMO	ITA	M	1 Apr 1961	1961	2011	2011	2011	FC Final,2,ASM1x
Florinda TROMBETTA	ITA	W	6 Apr 1981	1981	2016;2016;2014;2012;2012;2011;2011	2011	2016	FB Final,4,LTAMix4+;FA Final,6,LTAMix4+;FA Final,6,LTAMix2x;FA Final,5,LTAMix4+;FA Final,1,LTAMix4+;FB Final,4,LTAMix4+;FB Final,1,LTAMix4+
Fabrizio CASELLI	ITA	M	17 Nov 1968	1968	2018;2018;2016;2016;2015;2015;2014;2014;2013;2012;2011;2011	2011	2018	FB Final,2,PR1 M1x;FA Final,5,PR1 M1x;FB Final,2,ASM1x;FA Final,6,ASM1x;FB Final,2,ASM1x;FB Final,3,ASM1x;FA Final,5,ASM1x;FA Final,3,ASM1x;FA Final,6,ASM1x;FA Final,5,ASM1x;FC Final,3,ASM1x;FB Final,6,ASM1x
Agnes LAVAL	FRA	W	12 Nov 1974	1974	2011;2011	2011	2011	FA Final,4,LTAMix4+;FA Final,4,LTAMix4+
Naomi MILLS	IRL	W	2 Jun 1982	1982	None	None	NoneNone
Erik HORRIE	AUS	M	7 Oct 1979	1979	2018;2017;2016;2016;2015;2015;2014;2013;2012;2012;2011;2011	2011	2018	FA Final,1,PR1 M1x;FA Final,1,PR1 M1x;FA Final,2,ASM1x;FA Final,3,ASM1x;FA Final,1,ASM1x;FA Final,1,ASM1x;FA Final,1,ASM1x;FA Final,1,ASM1x;FA Final,2,ASM1x;FA Final,1,ASM1x;FA Final,3,ASM1x;FA Final,4,ASM1x
Johannes SCHMIDT	GER	M	9 Aug 1982	1982	2017;2017;2016;2015;2015;2014;2014;2013;2012;2012;2012;2011;2011	2011	2017	FB Final,1,PR1 M1x;FA Final,4,PR1 M1x;FB Final,5,ASM1x;FB Final,4,ASM1x;FA Final,6,ASM1x;FB Final,1,ASM1x;FA Final,5,ASM1x;FB Final,1,ASM1x;FB Final,5,ASM1x;FB Final,2,ASM1x;FA Final,3,ASM1x;FB Final,6,ASM1x;FB Final,5,ASM1x
Sandra GERMAIN	GER	W	4 Jul 1980	1980	None	None	NoneNone
Tino KOLITSCHER	GER	M	14 Apr 1975	1975	2017;2016;2016;2015;2014;2014;2012;2012	2012	2017	FA Final,1,PR3 Mix2x;FA Final,4,LTAMix4+;FA Final,4,LTAMix4+;FB Final,1,LTAMix4+;FA Final,4,LTAMix2x;FA Final,3,LTAMix2x;FA Final,2,LTAMix4+;FA Final,2,LTAMix4+
Marek SZCZEPANSKI	POL	M	24 Apr 1958	1958	None	None	NoneNone
Botir MURODOV	UZB	M	1 Nov 1989	1989	2015;None;2013;2011;2011	2011	None	FB Final,6,LM4-;FB Final,3,LM4-;FC Final,6,LM4-;FD Final,2,LM2x;FC Final,4,LM1x
Yokub KHAMZAEV	UZB	M	1 Dec 1990	1990	None	None	NoneNone
Zafar USMONOV	UZB	M	15 Nov 1993	1993	2016;2016;2015;2015;None;2013	2013	None	FB Final,4,LM4-;R1 Repechage,5,LM4-;FD Final,1,LM4-;FB Final,6,LM4-;FB Final,3,LM4-;FC Final,6,LM4-
Maksim MIATLOU	BLR	M	25 Aug 1985	1985	2018;2012;2012;2011	2011	2018	FD Final,1,PR1 M1x;FB Final,5,TAMix2x;FA Final,4,ASM1x;FB Final,5,ASM1x
Viktar BRATCHENIA	BLR	M	13 Apr 1985	1985	2011	2011	2011	FB Final,4,TAMix2x
Jerzy KULIK	POL	M	3 May 1962	1962	2014;2012;2012;2011	2011	2014	FB Final,6,ASM1x;FB Final,3,ASM1x;FB Final,4,ASM1x;FC Final,6,ASM1x
