name	country	gender	birthdate	birthyear	competition_years	first	last	results
W. ETHRIDGE	USA	M	None	None	1969	1969	1969	FA Final,3,JM8+
Karl-Michael BAUMGARTEN	GER	M	None	None	1969	1969	1969	FA Final,4,JM8+
Eduard KRAUL	GER	M	None	None	1969	1969	1969	FA Final,4,JM8+
Karl-Heinz FAERBER	GER	M	None	None	1969	1969	1969	FA Final,4,JM8+
Thomas KAISER	GER	M	None	None	1969	1969	1969	FA Final,4,JM8+
Knut TOPPEL	GER	M	None	None	1969	1969	1969	FA Final,4,JM8+
Otmar KAUFHELD	GER	M	None	None	1969	1969	1969	FA Final,4,JM8+
Wilfried ZAUMER	GER	M	None	None	1969	1969	1969	FA Final,4,JM8+
A.R. NAIRNE	GBR	M	None	None	1969	1969	1969	FA Final,5,JM8+
S.D. HUNT	GBR	M	None	None	1969	1969	1969	FA Final,5,JM8+
J.H. MARLAND	GBR	M	None	None	1969	1969	1969	FA Final,5,JM8+
C.C. JENKINS	GBR	M	None	None	1969	1969	1969	FA Final,5,JM8+
M.H. LINES	GBR	M	None	None	1969	1969	1969	FA Final,5,JM8+
R.N.P. SALTER	GBR	M	None	None	1969	1969	1969	FA Final,5,JM8+
P.H. DANREUTHER	GBR	M	None	None	1969	1969	1969	FA Final,5,JM8+
D.R. D'A. WILLIS	GBR	M	None	None	1969	1969	1969	FA Final,5,JM8+
A.J.B. VERNEN	GBR	M	None	None	1969	1969	1969	FA Final,5,JM8+
Alfredo ROMANO	ITA	M	None	None	1969	1969	1969	FA Final,6,JM8+
Pasquale ANGELOTTI	ITA	M	None	None	1969	1969	1969	FA Final,6,JM8+
Antonio D'AUTIGLIA	ITA	M	None	None	1969	1969	1969	FA Final,6,JM8+
Nicola VILLANI	ITA	M	None	None	1969	1969	1969	FA Final,6,JM8+
Fortunato ROSSI	ITA	M	None	None	1969	1969	1969	FA Final,6,JM8+
Umberto DANIELE	ITA	M	None	None	1969	1969	1969	FA Final,6,JM8+
Nicola PERGOLA	ITA	M	None	None	1969	1969	1969	FA Final,6,JM8+
Massimo KOVARI	ITA	M	None	None	1969	1969	1969	FA Final,6,JM8+
Giovanni MANISCALCO	ITA	M	None	None	1969;1967	1967	1969	FA Final,6,JM8+;FA Final,2,JM8+
Minjian WANG	CHN	M	5 Feb 1984	1984	2012;2011;2010	2010	2012	FA Final,3,LM8+;FA Final,4,M8+;F Final,4,LM8+
Andrew HUDSON	GBR	M	None	None	1974	1974	1974	FA Final,6,JM1x
Vasili BAIKOV	RUS	M	None	None	1974	1974	1974	FB Final,3,JM1x
Jens-Peter CHRISTENSEN	DEN	M	None	None	1974	1974	1974	FB Final,4,JM1x
Janos RADICS	HUN	M	None	None	1974	1974	1974	FB Final,5,JM1x
Daniel ROSU	BEL	M	None	None	1974	1974	1974	FB Final,2,JM4x
Christian DE SMET	BEL	M	None	None	1974	1974	1974	FB Final,2,JM4x
Ingo BETHKE	GER	M	None	None	1974;1973;1972	1972	1974	FA Final,2,JM4x;FA Final,1,JM8+;FA Final,2,JM2x
Klaus HOLZER	GER	M	None	None	1974	1974	1974	FA Final,2,JM4x
Igor DAVIDOV	RUS	M	None	None	1974	1974	1974	FA Final,3,JM4x
Vladimir KARPALEV	RUS	M	None	None	1974	1974	1974	FA Final,3,JM4x
Vladimir DIJA	RUS	M	None	None	1974	1974	1974	FA Final,3,JM4x
Anatoli SHISHKANOV	RUS	M	None	None	1974	1974	1974	FA Final,3,JM4x
Luc MAGNENAT	SUI	M	None	None	1974	1974	1974	FA Final,4,JM4x
Beat SCHNEEBERGER	SUI	M	None	None	1974	1974	1974	FA Final,4,JM4x
Pavel SCHMIDT JR	SUI	M	None	None	1974	1974	1974	FA Final,4,JM4x
Andrea CAGLIERIS	ITA	M	None	None	1974	1974	1974	FA Final,5,JM4x
Roberto VILLA	ITA	M	None	None	1974	1974	1974	FA Final,5,JM4x
Jean-Luc IMBERT	FRA	M	None	None	1974	1974	1974	FB Final,1,JM4x
Bernard RAPP	FRA	M	None	None	1974	1974	1974	FB Final,1,JM4x
Bruno SIBUET	FRA	M	None	None	1974	1974	1974	FB Final,1,JM4x
Daniel KNECHT	USA	M	None	None	1974	1974	1974	FA Final,6,JM4x
Anthony MATTSON	USA	M	None	None	1974	1974	1974	FA Final,6,JM4x
Peter BRIGG	GBR	M	None	None	1974	1974	1974	FB Final,3,JM4x
Michael BRIGG	GBR	M	None	None	1974	1974	1974	FB Final,3,JM4x
Niels RASMUSSEN  II	DEN	M	None	None	1974	1974	1974	FB Final,4,JM4x
Nils MARTENSEN	DEN	M	None	None	1974	1974	1974	FB Final,4,JM4x
Frank HANSEN	DEN	M	None	None	1974	1974	1974	FB Final,4,JM4x
Asger ANDERSEN	DEN	M	None	None	1974	1974	1974	FB Final,4,JM4x
Victor SONVALD	RUS	M	None	None	1974	1974	1974	FA Final,2,JM4-
Vladimir RYBAKOV	RUS	M	None	None	1974	1974	1974	FA Final,2,JM4-
Vladimir SAMOKHVALOV	RUS	M	None	None	1974	1974	1974	FA Final,2,JM4-
Vladimir SPIRKIN	RUS	M	None	None	1974	1974	1974	FA Final,2,JM4-
Krysztof MICHALSKI	POL	M	None	None	1974	1974	1974	FA Final,3,JM4-
Andreas EISMANN	GER	M	None	None	1974;1973	1973	1974	FA Final,4,JM4-;FA Final,1,JM4-
Thomas LANGE  I	GER	M	None	None	1974	1974	1974	FA Final,4,JM4-
Frank BIJL	BEL	M	None	None	1974	1974	1974	FB Final,4,JM4-
Giuliano CESAREO	ITA	M	None	None	1974	1974	1974	FA Final,5,JM4-
Massimo AGOSTI	ITA	M	None	None	1974	1974	1974	FA Final,5,JM4-
Giuseppe PINI	ITA	M	None	None	1974	1974	1974	FA Final,5,JM4-
Davide GHIDINI	ITA	M	None	None	1974	1974	1974	FA Final,5,JM4-
Gabor BENDE	HUN	M	None	None	1974	1974	1974	FA Final,6,JM4-
Laszlo LEBER	HUN	M	None	None	1974	1974	1974	FA Final,6,JM4-
David HANDERSON	GBR	M	None	None	1974	1974	1974	FB Final,2,JM4-
Nigel BURGESS	GBR	M	None	None	1974	1974	1974	FB Final,2,JM4-
Mark HILL	GBR	M	None	None	1974	1974	1974	FB Final,2,JM4-
Robert DICK	CAN	M	None	None	1974	1974	1974	FB Final,3,JM4-
Robert MCLACHLAN	CAN	M	None	None	1974	1974	1974	FB Final,3,JM4-
Manuel SIMON JURADO	ESP	M	None	None	1974	1974	1974	FB Final,5,JM4-
Mirco DEL GRANDE	SUI	M	None	None	1974	1974	1974	FB Final,6,JM4-
Heinz HUBER	SUI	M	None	None	1974	1974	1974	FB Final,6,JM4-
Juerg SCHILLER	SUI	M	None	None	1974	1974	1974	FB Final,6,JM4-
Bruno KNOEPFLI	SUI	M	None	None	1974	1974	1974	FB Final,6,JM4-
Reinhard GENZ	GER	M	None	None	1974	1974	1974	FA Final,2,JM8+
Ralf-Peter BRUNZLAFF	GER	M	None	None	1974	1974	1974	FA Final,2,JM8+
Detlef REISSNER	GER	M	None	None	1974;1973	1973	1974	FA Final,2,JM8+;FA Final,2,JM4-
Karl-Friedrich MEWES	GER	M	None	None	1974	1974	1974	FA Final,2,JM8+
Michael HANDSCHUK	GER	M	None	None	1974;1973	1973	1974	FA Final,2,JM8+;FA Final,2,JM4-
Wolfram SOWINSKI	GER	M	None	None	1974	1974	1974	FA Final,2,JM8+
Herbert HELLRIEGEL	GER	M	None	None	1974	1974	1974	FA Final,2,JM8+
Gerald KLENDER	GER	M	None	None	1974	1974	1974	FA Final,2,JM8+
Kevin NOONAN	USA	M	None	None	1974	1974	1974	FB Final,4,JM8+
James C. GRUNWALD	USA	M	None	None	1974	1974	1974	FB Final,4,JM8+
Joseph E. GALGON	USA	M	None	None	1974	1974	1974	FB Final,4,JM8+
Robert JOHNSON	USA	M	None	None	1974	1974	1974	FB Final,4,JM8+
Vincent MCCALL  I	USA	M	None	None	1974	1974	1974	FB Final,4,JM8+
Patrick DE SMET	BEL	M	None	None	1974	1974	1974	FB Final,5,JM8+
Erik VAN PARIJS	BEL	M	None	None	1974	1974	1974	FB Final,5,JM8+
Dany DE LAENDER	BEL	M	None	None	1974	1974	1974	FB Final,5,JM8+
Jan VERNIERS	BEL	M	None	None	1974	1974	1974	FB Final,5,JM8+
Rudy DE WULF	BEL	M	None	None	1974	1974	1974	FB Final,5,JM8+
Victor KLYUSHIN	RUS	M	None	None	1974	1974	1974	FA Final,3,JM8+
Andrei SEMASHKO	RUS	M	None	None	1974	1974	1974	FA Final,3,JM8+
Boris BEREZIN	RUS	M	None	None	1974	1974	1974	FA Final,3,JM8+
Sergei ZUBENKO	RUS	M	None	None	1974	1974	1974	FA Final,3,JM8+
Tom MARTINSEN	NOR	M	None	None	1974	1974	1974	FA Final,4,JM8+
Jo TOFTDAHL	NOR	M	None	None	1974	1974	1974	FA Final,4,JM8+
Per REFNES	NOR	M	None	None	1974	1974	1974	FA Final,4,JM8+
Ivar SOELBERG	NOR	M	None	None	1974	1974	1974	FA Final,4,JM8+
Wojciech MARCINKIEWICZ	POL	M	None	None	1974	1974	1974	FA Final,5,JM8+
Waldemar DESKA	POL	M	None	None	1974	1974	1974	FA Final,5,JM8+
Ireneusz WIECKOWSKI	POL	M	None	None	1974	1974	1974	FA Final,5,JM8+
Andrzej CZARCINSKI	POL	M	None	None	1974	1974	1974	FA Final,5,JM8+
Jaroslaw BIEGATA	POL	M	None	None	1974	1974	1974	FA Final,5,JM8+
Bogumil PIATKOWSKI	POL	M	None	None	1974	1974	1974	FA Final,5,JM8+
Ryszard MASLANKA	POL	M	None	None	1974	1974	1974	FA Final,5,JM8+
Wieslaw MILKIEWICZ	POL	M	None	None	1974	1974	1974	FA Final,5,JM8+
Charles ARBUTHNOT	GBR	M	None	None	1974	1974	1974	FA Final,6,JM8+
James COLTHURST	GBR	M	None	None	1974	1974	1974	FA Final,6,JM8+
Christopher SHAWCROSS	GBR	M	None	None	1974	1974	1974	FA Final,6,JM8+
Charles HENNIKER-HEATON	GBR	M	None	None	1974	1974	1974	FA Final,6,JM8+
Julian SMITH	GBR	M	None	None	1974	1974	1974	FA Final,6,JM8+
Mark HORTON	GBR	M	None	None	1974	1974	1974	FA Final,6,JM8+
Thomas MARSDEN	GBR	M	None	None	1974	1974	1974	FA Final,6,JM8+
Charles REED	GBR	M	None	None	1974	1974	1974	FA Final,6,JM8+
Didier MENAGE	FRA	M	None	None	1974	1974	1974	FB Final,1,JM8+
Jean-Jaques POINTIER	FRA	M	None	None	1974	1974	1974	FB Final,1,JM8+
Jean-Pierre JOLY	FRA	M	None	None	1974	1974	1974	FB Final,1,JM8+
Michel BAZIN	FRA	M	None	None	1974	1974	1974	FB Final,1,JM8+
Jean-Michel MEZI	FRA	M	None	None	1974	1974	1974	FB Final,1,JM8+
Olivier POLLET	FRA	M	None	None	1974	1974	1974	FB Final,1,JM8+
Bruno MEZI	FRA	M	None	None	1974	1974	1974	FB Final,1,JM8+
Guido MASTELLARO	ITA	M	None	None	1974	1974	1974	FB Final,2,JM8+
Daniele CAMPAGNOLI	ITA	M	None	None	1974	1974	1974	FB Final,2,JM8+
Francesco CIACCIA	ITA	M	None	None	1974	1974	1974	FB Final,2,JM8+
Renato VILLANI	ITA	M	None	None	1974	1974	1974	FB Final,2,JM8+
Riccardo BONCOMPAGNI	ITA	M	None	None	1974	1974	1974	FB Final,2,JM8+
Roberto SCHELLINO	ITA	M	None	None	1974	1974	1974	FB Final,2,JM8+
Gabriele CREMASCOLI	ITA	M	None	None	1974	1974	1974	FB Final,2,JM8+
Zeljko MARENCIC	YUG	M	None	None	1974	1974	1974	FB Final,3,JM8+
Ivan HODAK	YUG	M	None	None	1974	1974	1974	FB Final,3,JM8+
Davor GUNJACA	YUG	M	None	None	1974	1974	1974	FB Final,3,JM8+
Zoran HULJEV	YUG	M	None	None	1974	1974	1974	FB Final,3,JM8+
Branko MALATESTINIC	YUG	M	None	None	1974;1972	1972	1974	FB Final,3,JM8+;FB Final,6,JM8+
Davor SEPAC	YUG	M	None	None	1974	1974	1974	FB Final,3,JM8+
Borislav PEROZIC	YUG	M	None	None	1974;1972	1972	1974	FB Final,3,JM8+;FB Final,6,JM8+
Rolando MRVCIC	YUG	M	None	None	1974	1974	1974	FB Final,3,JM8+
Darko PETROVIC	YUG	M	None	None	1974;1972	1972	1974	FB Final,3,JM8+;FB Final,4,JM2+
Juha TALVITIE	FIN	M	None	None	1974	1974	1974	FB Final,6,JM8+
Veli-Matti DAMSKAGG	FIN	M	None	None	1974	1974	1974	FB Final,6,JM8+
Markku HAKOLA	FIN	M	None	None	1974	1974	1974	FB Final,6,JM8+
Jarmo RANTAMAEKI	FIN	M	None	None	1974	1974	1974	FB Final,6,JM8+
Markku POSTI	FIN	M	None	None	1974	1974	1974	FB Final,6,JM8+
Pekka JOKINEN	FIN	M	None	None	1974	1974	1974	FB Final,6,JM8+
Daniel DREVET	FRA	M	None	None	1974	1974	1974	FA Final,2,JM4+
Patrick KUNAKOVITCH	FRA	M	None	None	1974	1974	1974	FA Final,2,JM4+
Roger BROWN  I	GBR	M	None	None	1974;1973	1973	1974	FA Final,3,JM4+;FA Final,3,JM4+
Roger WIGGIN	NOR	M	14 Jun 1953	1953	1974	1974	1974	FA Final,3,JM4+
Timothy POTTER	GBR	M	None	None	1974;1972	1972	1974	FA Final,3,JM4+;FA Final,3,JM2+
Vasili ARTEMOV	RUS	M	None	None	1974	1974	1974	FA Final,4,JM4+
Peter KOSTYUCHENKO	RUS	M	None	None	1974	1974	1974	FA Final,4,JM4+
Vladimir SINITSIN	RUS	M	None	None	1974	1974	1974	FA Final,4,JM4+
Mikhail SHESTAKOV	RUS	M	None	None	1974	1974	1974	FA Final,4,JM4+
Vyacheslav JIGAREV	RUS	M	None	None	1974	1974	1974	FA Final,4,JM4+
Guenter WINTER	GER	M	None	None	1974	1974	1974	FA Final,5,JM4+
Michael BERGMANN	GER	M	None	None	1974	1974	1974	FA Final,5,JM4+
Oliver BRANDEL	GER	M	None	None	1974	1974	1974	FA Final,5,JM4+
Jaroslaw KOMINIAK	POL	M	None	None	1974	1974	1974	FA Final,6,JM4+
Jerzy WUSZTER	POL	M	None	None	1974	1974	1974	FA Final,6,JM4+
Bogdan STELLAK	POL	M	None	None	1974	1974	1974	FA Final,6,JM4+
Adam BALUTA	POL	M	None	None	1974	1974	1974	FA Final,6,JM4+
Lionello BOARETTO	ITA	M	None	None	1974	1974	1974	FB Final,1,JM4+
Maurizio LONDEI	ITA	M	None	None	1974	1974	1974	FB Final,1,JM4+
Fabio MIONI	ITA	M	None	None	1974	1974	1974	FB Final,1,JM4+
Massimo FORIN	ITA	M	None	None	1974	1974	1974	FB Final,1,JM4+
Giancarlo BORTOLATO	ITA	M	None	None	1974	1974	1974	FB Final,1,JM4+
Kim HAGESTD	DEN	M	None	None	1974	1974	1974	FB Final,2,JM4+
Peter NIELSEN	DEN	M	None	None	1974	1974	1974	FB Final,2,JM4+
Flemming KNUDSEN	DEN	M	None	None	1974	1974	1974	FB Final,2,JM4+
Tom MOESLUND	DEN	M	None	None	1974	1974	1974	FB Final,2,JM4+
William H. MILLER III	USA	M	None	None	1974	1974	1974	FB Final,3,JM4+
Joseph T. KRUSZNYA	USA	M	None	None	1974	1974	1974	FB Final,3,JM4+
Kurt WERNER	AUT	M	None	None	1974	1974	1974	FB Final,4,JM4+
Stefan PFEISTLINGER	AUT	M	None	None	1974	1974	1974	FB Final,4,JM4+
D. DE VEER	NED	M	None	None	1974	1974	1974	FB Final,5,JM4+
J.J. DE KLOET	NED	M	None	None	1974	1974	1974	FB Final,5,JM4+
Carlos ZORICH	ARG	M	None	None	1974	1974	1974	FB Final,6,JM4+
Franco LANZONI	ARG	M	None	None	1974	1974	1974	FB Final,6,JM4+
Ricardo RUST	ARG	M	None	None	1974	1974	1974	FB Final,6,JM4+
Rodolfo VILAS	ARG	M	None	None	1974	1974	1974	FB Final,6,JM4+
Marco PALMO	ITA	M	None	None	1974	1974	1974	FA Final,2,JM2+
Maurizio CANESSO	ITA	M	None	None	1974	1974	1974	FA Final,2,JM2+
Zoltan KARAUS	HUN	M	None	None	1974	1974	1974	FA Final,4,JM2+
A. BIJDERWIEDEN	NED	M	None	None	1974	1974	1974	FA Final,6,JM2+
P. TEN HOOPEN	NED	M	None	None	1974	1974	1974	FA Final,6,JM2+
Anthony HORVAT	USA	M	None	None	None	None	NoneNone
Christian VILS	SUI	M	None	None	1974;1972	1972	1974	FB Final,2,JM2+;FB Final,3,JM4+
Jain COX	GBR	M	None	None	1974	1974	1974	FB Final,3,JM2+
Peter TIMSIN	GBR	M	None	None	1974	1974	1974	FB Final,3,JM2+
Nicholas FATHERS	GBR	M	None	None	1974	1974	1974	FB Final,3,JM2+
Valeri IVANOV	RUS	M	None	None	1974	1974	1974	FB Final,4,JM2+
Victor RESHETKIN	RUS	M	None	None	1974	1974	1974	FB Final,4,JM2+
Robin BOURGEOIS	FRA	M	None	None	1974	1974	1974	FB Final,5,JM2+
Gerard GENON	FRA	M	None	None	1974;1973	1973	1974	FB Final,5,JM2+;FA Final,2,JM2+
Vincent VERNES	FRA	M	None	None	1974	1974	1974	FB Final,5,JM2+
Jaroslav STOPKA	CZE	M	None	None	1974	1974	1974	FB Final,6,JM2+
Jiri DUBSKY	CZE	M	None	None	1974	1974	1974	FB Final,6,JM2+
Norbert BUHR	GER	M	None	None	1974	1974	1974	FA Final,2,JM2x
Danilo VIZZINI	ITA	M	None	None	1974	1974	1974	FA Final,4,JM2x
Alessandro RAGAZZI	ITA	M	None	None	1974	1974	1974	FA Final,4,JM2x
P. VAN DE BEEKE	NED	M	None	None	1974	1974	1974	FA Final,3,JM2-
Alexander SHVEITS	RUS	M	None	None	1974	1974	1974	FA Final,4,JM2-
Ueli RAMSEIER	SUI	M	None	None	1974	1974	1974	FB Final,2,JM2-
Graham HOLMES	GBR	M	None	None	1974	1974	1974	FB Final,3,JM2-
Mark WARING	GBR	M	None	None	1974	1974	1974	FB Final,3,JM2-
Vicente SALLES	ARG	M	None	None	1974	1974	1974	FB Final,4,JM2-
Guillermo RODRIGUEZ	ARG	M	None	None	1974	1974	1974	FB Final,4,JM2-
Olle TENGBLAD	SWE	M	None	None	1974	1974	1974	FB Final,5,JM2-
Gunnar ALBINSSON	SWE	M	None	None	1974	1974	1974	FB Final,5,JM2-
Boris MARTIN	YUG	M	None	None	1974	1974	1974	FB Final,6,JM2-
Vladimir DUBOVIC	YUG	M	None	None	1974	1974	1974	FB Final,6,JM2-
Per SCHAEFFNER	DEN	M	None	None	1974	1974	1974	FB Final,1,JM2x
Ove WESTERGAARD	DEN	M	None	None	1974	1974	1974	FB Final,1,JM2x
Ryszard SOBOL	POL	M	None	None	1974	1974	1974	FB Final,2,JM2x
Boguslaw SKOWERSKI	POL	M	None	None	1974	1974	1974	FB Final,2,JM2x
Pierre AREL	FRA	M	None	None	1974	1974	1974	FB Final,3,JM2x
Beat RECK	SUI	M	None	None	1974	1974	1974	FB Final,4,JM2x
Rolf MATHIS	SUI	M	None	None	1974	1974	1974	FB Final,4,JM2x
Jan KNIGHT	GBR	M	None	None	1974	1974	1974	FB Final,5,JM2x
Michael HARLOW	GBR	M	None	None	1974	1974	1974	FB Final,5,JM2x
F. TERMEULEN	NED	M	None	None	1974	1974	1974	FB Final,6,JM2x
B. HEVENHEK	NED	M	None	None	1974	1974	1974	FB Final,6,JM2x
Peter SPECKIN	GER	M	None	None	1973;1972	1972	1973	FA Final,1,JM4+;FA Final,1,JM8+
Manfred SCHROEDER	GER	M	None	None	1973;1972	1972	1973	FA Final,1,JM4+;FA Final,1,JM8+
Rene BARTEL	GER	M	None	None	1973;1972	1972	1973	FA Final,1,JM4+;FA Final,1,JM8+
Juergen WEGENER	GER	M	None	None	1973	1973	1973	FA Final,1,JM4+
Claus JACQUEMIN	GER	M	None	None	1973;1972	1972	1973	FA Final,2,JM4+;FA Final,3,JM4+
Juergen KNOOP	GER	M	None	None	1973	1973	1973	FA Final,2,JM4+
Ralf BERBERICH	GER	M	None	None	1973;1972	1972	1973	FA Final,2,JM4+;FA Final,3,JM4+
Alan BETTS	GBR	M	None	None	1973	1973	1973	FA Final,3,JM4+
Peter GAMPFER	GER	M	None	None	1973	1973	1973	FA Final,1,JM4-
Albrecht BACHUS	GER	M	None	None	1973	1973	1973	FA Final,1,JM4-
Lutz WAECHTER	GER	M	None	None	1973	1973	1973	FA Final,2,JM4-
Peter ANTOSCH	GER	M	None	None	1973	1973	1973	FA Final,2,JM4-
Valeri SABOKAR	RUS	M	None	None	1973	1973	1973	FA Final,3,JM4-
Viktor ALEKSANDROV	RUS	M	None	None	1973	1973	1973	FA Final,3,JM4-
Viacheslav SKIBA	RUS	M	None	None	1973	1973	1973	FA Final,3,JM4-
Alexei KIRIANOV	RUS	M	None	None	1973	1973	1973	FA Final,3,JM4-
Christoph PITZER	GER	M	None	None	1973;1972	1972	1973	FA Final,1,JM8+;FA Final,2,JM8+
Rainer MANKE	GER	M	None	None	1973	1973	1973	FA Final,1,JM8+
Frank KAEKENMEISTER	GER	M	None	None	1973	1973	1973	FA Final,1,JM8+
Andreas MUELLER  I	GER	M	None	None	1973	1973	1973	FA Final,1,JM8+
Joerg GROTHWINKEL	GER	M	None	None	1973	1973	1973	FA Final,1,JM8+
Christoph HABERT	GER	M	None	None	1973	1973	1973	FA Final,1,JM8+
Michael BROCKERHOFF	GER	M	None	None	1973	1973	1973	FA Final,1,JM8+
Eberhard DONNER	GER	M	None	None	1973	1973	1973	FA Final,2,JM8+
Johannes WUENSCHE	GER	M	None	None	1973	1973	1973	FA Final,2,JM8+
Bringfried BECKER	GER	M	None	None	1973	1973	1973	FA Final,2,JM8+
Hans-Juergen HERBRAND	GER	M	None	None	1973	1973	1973	FA Final,2,JM8+
Jens WUEBBENHORST	GER	M	None	None	1973	1973	1973	FA Final,2,JM8+
Bernd PARSCHAU	GER	M	None	None	1973	1973	1973	FA Final,2,JM8+
Christian WALTER	GER	M	None	None	1973	1973	1973	FA Final,2,JM8+
Axel WUTSCHKA	GER	M	None	None	1973	1973	1973	FA Final,2,JM8+
Aleksandr BAULIN	RUS	M	None	None	1973	1973	1973	FA Final,3,JM8+
Sergei ALEKSANDROV	RUS	M	None	None	1973	1973	1973	FA Final,3,JM8+
Aleksandr NECHAI	RUS	M	None	None	1973	1973	1973	FA Final,3,JM8+
Sergei LEONOV	RUS	M	None	None	1973	1973	1973	FA Final,3,JM8+
Vladimir KRUL	RUS	M	None	None	1973	1973	1973	FA Final,3,JM8+
Gennadi KOLTSOV	RUS	M	None	None	1973	1973	1973	FA Final,3,JM8+
Aleksandr KUZMIN	RUS	M	None	None	1973	1973	1973	FA Final,3,JM8+
Sergei GOLOVANOV	RUS	M	None	None	1973	1973	1973	FA Final,3,JM8+
Yuri EPISHEF	RUS	M	None	None	1973	1973	1973	FA Final,2,JM2x
Vasili OLKHOVOI	RUS	M	None	None	1973	1973	1973	FA Final,2,JM2x
Gerhard KROSCHEWSKI	GER	M	None	None	1973	1973	1973	FA Final,3,JM2x
Burkhard VOGT	GER	M	None	None	1973	1973	1973	FA Final,3,JM2x
Matthias DIMANSKI	GER	M	None	None	1973	1973	1973	FA Final,1,JM2+
Philippe LE BRUN	FRA	M	None	None	1973	1973	1973	FA Final,2,JM2+
Al JOSTMAN	CAN	M	None	None	1973	1973	1973	FA Final,3,JM2+
Mathew NEWMAN	CAN	M	None	None	1973	1973	1973	FA Final,3,JM2+
? CZERNY	CZE	M	None	None	1973	1973	1973	FA Final,6,JM1x
Crispin MONEY-COUTTS	GBR	M	None	None	1973;1972	1972	1973	FA Final,2,JM2-;FA Final,6,JM8+
Mikhail NARIZHNYI	RUS	M	None	None	1973	1973	1973	FA Final,3,JM2-
Mikhail KOZLOV	RUS	M	None	None	1973	1973	1973	FA Final,3,JM2-
? HAEUSSLER	GER	M	None	None	1973	1973	1973	FA Final,4,JM2-
Jaroslav FEJFAR	CZE	M	None	None	1972	1972	1972	FA Final,1,JM4+
Frantisek MIKS	CZE	M	None	None	1972	1972	1972	FA Final,1,JM4+
Miroslav ONDRASEK	CZE	M	None	None	1972	1972	1972	FA Final,4,JM8+
L. POST	NED	M	None	None	1972	1972	1972	FA Final,1,JM2+
H. SCHWAGERMANN	NED	M	None	None	1972	1972	1972	FA Final,1,JM2+
M. POVEL	NED	M	None	None	1972	1972	1972	FA Final,1,JM2+
Uwe TAUER	GER	M	None	None	1972	1972	1972	FA Final,1,JM4-
Michael ROSENSTOCK	GER	M	None	None	1972	1972	1972	FA Final,1,JM4-
Harald KOEPPEN	GER	M	None	None	1972	1972	1972	FA Final,1,JM4-
Klaus SPANGENBERG	GER	M	None	None	1972	1972	1972	FA Final,1,JM4-
Michael KIRCHNER	GER	M	None	None	1972;1971	1971	1972	FA Final,1,JM2x;FA Final,2,JM2x
Knut HANDSCHKE	GER	M	None	None	1972;1971	1971	1972	FA Final,1,JM2x;FA Final,2,JM2x
Wolfgang BORCHMANN	GER	M	None	None	1972	1972	1972	FA Final,1,JM8+
Ralph PENZ	GER	M	None	None	1972	1972	1972	FA Final,1,JM8+
Andreas HERSCHEL	GER	M	None	None	1972	1972	1972	FA Final,1,JM8+
Wolfgang PACH	GER	M	None	None	1972	1972	1972	FA Final,1,JM8+
Wolfgang KLEINBAUER	GER	M	None	None	1972	1972	1972	FA Final,1,JM8+
Hubert BOHLE	GER	M	None	None	1972	1972	1972	FA Final,2,JM8+
Karl-Heinz KOESTER	GER	M	None	None	1972	1972	1972	FA Final,2,JM8+
Gerd TASCHE	GER	M	None	None	1972	1972	1972	FA Final,2,JM8+
Zoran WERNER	GER	M	None	None	1972	1972	1972	FA Final,2,JM8+
Juergen BALTROMEI	GER	M	None	None	1972	1972	1972	FA Final,2,JM8+
Alexandr ATONIENKO	RUS	M	None	None	None	None	NoneNone
Anatoli GORDEEV	RUS	M	None	None	1972	1972	1972	FA Final,3,JM8+
Anatoli KUNITZIN	RUS	M	None	None	1972	1972	1972	FA Final,3,JM8+
Valeri NIKITIN	RUS	M	None	None	1972;1971	1971	1972	FA Final,3,JM8+;FA Final,1,JM8+
Alexandr ANTONIENKO	RUS	M	None	None	1972	1972	1972	FA Final,3,JM8+
Oleg PODVIGIN	RUS	M	None	None	1972	1972	1972	FA Final,3,JM8+
Alexandr FILIPPOV	RUS	M	None	None	1972	1972	1972	FA Final,3,JM8+
Vladimir KOLIN	RUS	M	None	None	1972	1972	1972	FA Final,3,JM8+
Alexandr REMARIOV	RUS	M	None	None	1972	1972	1972	FA Final,3,JM8+
Miroslav MAXA	CZE	M	None	None	1972	1972	1972	FA Final,4,JM8+
Martin TESARIK	CZE	M	None	None	1972	1972	1972	FA Final,4,JM8+
Oldrich TUTTER	CZE	M	None	None	1972	1972	1972	FA Final,4,JM8+
Evzen POKORNY	CZE	M	None	None	1972	1972	1972	FA Final,4,JM8+
Jaroslav NOVAK	CZE	M	None	None	1972	1972	1972	FA Final,4,JM8+
Zdenek BARNET	CZE	M	None	None	1972	1972	1972	FA Final,4,JM8+
Miroslaw ZIOLKOWSKI	POL	M	None	None	1972	1972	1972	FA Final,5,JM8+
Tadeusz MLODZIKOWSKI	POL	M	None	None	1972	1972	1972	FA Final,5,JM8+
Witold SZMELTER	POL	M	None	None	1972	1972	1972	FA Final,5,JM8+
Zbigniew WALCZAK	POL	M	None	None	1973;1972	1972	1973	FB Final,1,M8+;FA Final,5,JM8+
Janusz KRZYWINA	POL	M	None	None	1972	1972	1972	FA Final,5,JM8+
Piotr DABROWSKI	POL	M	None	None	1972	1972	1972	FA Final,5,JM8+
Lyszard GARBASZEWICZ	POL	M	None	None	1972	1972	1972	FA Final,5,JM8+
