name	country	gender	birthdate	birthyear	competition_years	first	last	results
James THOMPSON	RSA	M	18 Nov 1986	1986	2016;2016;2016;2015;2015;2014;2014;2013;2013;2012;2012;2011;2011;2010;2010;2010;2009;2008;2007;2007;2006;2004;2003	2003	2016	FA Final,4,LM2x;FA Final,3,LM2x;FA Final,1,LM2x;FA Final,4,LM2x;FA Final,2,LM2x;FA Final,1,LM2x;FC Final,1,LM2x;FA Final,6,LM4-;FA Final,4,LM4-;FA Final,1,LM4-;FA Final,2,LM4-;FB Final,5,LM4-;FA Final,6,LM4-;FB Final,5,LM4-;FC Final,2,LM4-;FB Final,4,LM4-;FB Final,6,LM2x;FA Final,2,BLM2-;FD Final,3,LM4-;FA Final,2,BLM2-;FC Final,3,BLM4-;FA Final,4,JM4+;FA Final,3,JM4+
Kirill BUTKO	RUS	M	17 Apr 1986	1986	2005;2004;2003	2003	2005	FB Final,3,BM4-;FA Final,4,JM8+;FA Final,3,JM8+
Pavel SHEKLISHKIN	RUS	M	1 Mar 1985	1985	2003	2003	2003	FA Final,3,JM8+
Ann DOBRYANSKAYA	RUS	W	19 May 1985	1985	2003	2003	2003	FB Final,2,JW2-
Elena EMELYASHINA	RUS	W	15 Apr 1986	1986	2007;2007;2007;2006;2006;2004;2003	2003	2007	R1 Repechage,0,W8+;FA Final,6,W8+;FB Final,3,W8+;FB Final,3,W8+;FA Final,6,BW8+;FA Final,2,JW8+;FA Final,3,JW8+
Mikhail GUSEV	RUS	M	11 Apr 1986	1986	2004;2003	2003	2004	FB Final,5,JM4+;FA Final,3,JM8+
Sergej KHRYUKIN	RUS	M	24 Aug 1985	1985	2003	2003	2003	FA Final,3,JM8+
Viktor KNYAZEV	RUS	M	9 Mar 1985	1985	2003	2003	2003	FA Final,3,JM8+
Alexander KORNILOV	RUS	M	12 Apr 1985	1985	2017;2017;2017;2017;2016;2016;2016;2015;2014;2014;2013;2009;2008;2008;2008;2007;2007;2007;2006;2006;2005;2005;2004;2003	2003	2017	FB Final,5,M8+;FB Final,2,M8+;FA Final,4,M8+;FA Final,3,M8+;FA Final,6,M8+;FA Final,2,M8+;FA Final,4,M8+;FB Final,4,M4-;FB Final,4,M4-;FA Final,6,M4-;FB Final,4,M2x;FA Final,6,M4x;FA Final,5,M4x;FB Final,5,M2x;FC Final,3,M4x;FA Final,1,M4x;FB Final,1,M4x;FA Final,1,M4x;FC Final,5,M2x;FA Final,3,BM2x;FC Final,3,M1x;FA Final,5,BM1x;FB Final,4,BM1x;FA Final,1,JM1x
Artem KOSOV	RUS	M	4 Aug 1986	1986	2018;2018;2018;2018;2017;2017;2017;2017;2016;2016;2016;2016;2015;2015;2014;2014;2014;2013;2013;2012;2012;2012;2011;2011;2011;2011;2010;2010;2010;2010;2010;2009;2009;2009;2009;2008;2007;2006;2005;2004;2003	2003	2018	FB Final,4,M4x;FB Final,1,M4x;FB Final,4,M4x;FA Final,6,M4x;FB Final,5,M8+;FB Final,2,M8+;FA Final,4,M8+;FA Final,3,M8+;FB Final,4,M4-;FA Final,0,M4x;FA Final,3,M4x;FA Final,1,M4x;FA Final,5,M8+;FA Final,3,M8+;FA Final,6,M8+;FA Final,2,M8+;FA Final,2,M8+;FB Final,4,M1x;FB Final,5,M4-;FC Final,1,M1x;SA/B 2 Semifinal,6,M1x;FB Final,5,M1x;FA Final,3,M2x;FC Final,3,M2x;FB Final,6,M2x;FB Final,1,M2x;FA Final,6,M4x;FA Final,5,M4x;FA Final,4,M4x;FA Final,5,M4x;FA Final,4,M4x;FB Final,2,M1x;FB Final,3,M4x;FA Final,6,M4x;FA Final,4,M4x;FA Final,4,BM4x;FA Final,6,BM4x;FB Final,5,BM4x;FB Final,4,M4x;FA Final,2,JM4x;FA Final,2,JM4x
Djamal LEKVEISHVILI	RUS	M	26 Jan 1985	1985	2003	2003	2003	FA Final,3,JM8+
Anton PETROV	RUS	M	16 Mar 1986	1986	2004;2003	2003	2004	FA Final,2,JM4x;FA Final,2,JM4x
Ksenia SAYFUTDINOVA	RUS	W	20 Oct 1986	1986	2010;2010;2010;2010;2008;2006;2005;2005;2004;2003	2003	2010	FB Final,3,W8+;FA Final,5,W8+;FB Final,1,W8+;FA Final,4,W8+;FA Final,6,BW8+;FA Final,6,BW8+;FB Final,2,W8+;FA Final,4,W8+;FA Final,2,JW8+;FA Final,3,JW8+
Sergey SHUSHIN	RUS	M	19 Jun 1985	1985	2008;2007;2005;2004;2003	2003	2008	FA Final,6,M4x;FA Final,6,BM4x;FA Final,5,BM4x;FB Final,1,BM4x;FA Final,2,JM2x
Anna STARSHINOVA	RUS	W	14 Jan 1985	1985	2003	2003	2003	FB Final,2,JW2-
Alexander USTINOV	RUS	M	21 Feb 1986	1986	2004;2003	2003	2004	FA Final,2,JM4x;FA Final,2,JM2x
Marko MARJANOVIC	SRB	M	24 Nov 1985	1985	2018;2018;2018;2018;2017;2017;2017;2017;2016;2016;2016;2015;2015;2015;2015;2014;2014;2014;2013;2013;2013;2012;2012;2012;2011;2011;2011;2011;2011;2010;2010;2010;2010;2010;2009;2009;2009;2008;2008;2007;2007;2006;2006;2005;2003	2003	2018	FB Final,5,M1x;FA Final,5,M1x;FB Final,4,M2x;FD Final,6,M1x;FB Final,2,M1x;FB Final,2,M1x;FB Final,1,M1x;FA Final,3,M1x;FB Final,4,M2x;FA Final,6,M2x;FA Final,2,M2x;FC Final,1,M2x;FB Final,1,M2x;FB Final,1,M2x;FA Final,2,M2x;FB Final,3,M2x;FB Final,2,M2x;FB Final,2,M2x;FB Final,1,M2x;FB Final,2,M2x;FB Final,3,M2x;FA Final,5,M2x;SA/B 2 Semifinal,4,M1x;FB Final,6,M2x;FA Final,2,M2x;FC Final,1,M2x;FC Final,1,M2x;FB Final,5,M2-;FB Final,2,M2-;FB Final,4,M2-;FA Final,3,M2-;FB Final,1,M2-;FA Final,3,M2-;FB Final,3,M2-;FA Final,3,M2x;FA Final,6,M2x;FD Final,2,M1x;FB Final,3,M4-;FB Final,2,M2+;FA Final,2,M4+;FA Final,5,BM4-;X Exhibition,4,M2+;FA Final,2,BM2-;FB Final,3,BM2-;FC Final,3,JM4-
Milos NIKOLIC	SRB	M	4 May 1986	1986	2007;2006;2005;2004;2003	2003	2007	FA Final,5,BLM2-;FB Final,5,BLM2-;FB Final,6,BLM1x;FC Final,3,JM4x;FC Final,3,JM4-
Anze BLAZIC	SLO	M	29 Feb 1988	1988	2003	2003	2003	FA Final,2,JM2+
Klemen KOGLER	SLO	M	5 Mar 1987	1987	2007;2006;2005;2004;2003	2003	2007	FC Final,3,BM1x;FB Final,5,BM2x;FA Final,5,JM1x;FB Final,2,JM1x;FB Final,3,JM4x
Marko PILIPOVIC	SLO	M	27 Jan 1986	1986	2004;2003	2003	2004	FA Final,1,JM4x;FB Final,3,JM4x
Luka PRISTOV	SLO	M	2 Jan 1985	1985	2007;2006;2005;2005;2003	2003	2007	FD Final,5,LM2x;FB Final,3,BLM2x;FB Final,6,BLM2x;FC Final,5,LM1x;FA Final,2,JM2+
Rok ROGELJ	SLO	M	12 May 1987	1987	2006;2005;2003	2003	2006	FB Final,5,BM2x;FA Final,4,JM4x;FB Final,3,JM1x
Jaka VADNJAL	SLO	M	31 Oct 1986	1986	2003	2003	2003	FB Final,3,JM4x
Matthias GNOS	SUI	M	4 Sep 1985	1985	2006;2006;2006;2005;2004;2004;2003	2003	2006	FB Final,3,BLM2-;FB Final,1,LM8+;FC Final,6,LM4-;FA Final,6,BLM4-;FC Final,2,BLM4-;FA Final,3,LM8+;FB Final,2,JM8+
Basil GRUETER	SUI	M	4 Jan 1986	1986	2007;2004;2003	2003	2007	FB Final,3,BM2x;FD Final,1,JM4x;FC Final,2,JM4x
Mario GYR	SUI	M	2 May 1985	1985	2018;2018;2018;2016;2016;2016;2016;2015;2015;2015;2015;2015;None;2014;2014;2014;2013;2013;2012;2012;2012;2011;2011;2011;2010;2010;2010;2010;2009;2009;2009;2008;2008;2008;2006;2006;2006;2005;2005;2004;2003	2003	None	FD Final,3,M2-;FD Final,2,M2-;FC Final,4,M2-;FA Final,1,LM4-;FA Final,2,LM4-;FA Final,1,LM4-;FA Final,1,LM4-;FA Final,1,LM4-;FA Final,2,LM4-;FA Final,2,LM4-;FA Final,1,LM4-;FA Final,1,LM4-;FA Final,1,LM4-;FB Final,3,LM2x;FA Final,4,LM2x;FA Final,5,LM2x;FA Final,2,LM2x;FA Final,3,LM2x;FA Final,5,LM4-;FA Final,5,LM4-;FA Final,6,LM4-;FA Final,6,LM4-;FA Final,5,LM4-;FA Final,4,LM4-;FB Final,2,LM4-;FA Final,3,LM4-;FA Final,4,LM4-;FA Final,4,LM4-;FB Final,3,LM4-;SA/B 2 Semifinal,5,LM4-;FB Final,2,LM4-;FB Final,1,LM2-;FB Final,5,LM4-;FC Final,2,LM4-;FB Final,1,BLM1x;FC Final,6,LM2x;FB Final,6,LM2x;FA Final,6,BLM4x;FA Final,5,LM4x;SC/D 2 Semifinal,2,BLM1x;FC Final,2,JM4x
Martin HOBI	SUI	M	4 Jan 1986	1986	2008;2008;2007;2005;2004;2003	2003	2008	FB Final,5,LM4-;FC Final,2,LM4-;FA Final,3,BLM4-;FA Final,6,BLM4-;FC Final,3,JM2-;FB Final,2,JM8+
Antonina IAGOVITINA	SUI	W	12 Dec 1985	1985	2009;2007;2006;2006;2005;2005;2004;2004;2004;2003	2003	2009	F Final,2,LW4x;FB Final,1,BLW2x;FC Final,6,LW1x;FD Final,5,LW1x;FA Final,6,BLW1x;FB Final,3,LW1x;SC/D 2 Semifinal,1,BLW1x;FC Final,6,LW1x;FB Final,4,LW1x;FB Final,3,JW2x
Fabienne JOST	SUI	W	16 Feb 1985	1985	2003	2003	2003	FB Final,3,JW2x
Marian KUPFERSCHMIDT	SUI	M	15 Jan 1986	1986	2007;2006;2006;2005;2005;2004;2003	2003	2007	FB Final,3,BM2-;FD Final,4,M4-;FB Final,2,M8+;FA Final,6,BM2-;FC Final,1,M2-;FA Final,6,JM4-;FB Final,2,JM8+
Christoph LEU	SUI	M	29 Apr 1986	1986	2004;2003	2003	2004	FA Final,6,JM4-;FB Final,2,JM8+
Martin LEU	SUI	M	12 May 1988	1988	2007;2003	2003	2007	FA Final,3,BLM4-;FB Final,2,JM8+
Luca MANSER	SUI	M	6 Nov 1986	1986	2004;2003	2003	2004	FA Final,6,JM2x;FB Final,5,JM2x
Simon NIEPMANN	SUI	M	2 Aug 1985	1985	2016;2016;2016;2016;2015;2015;2015;2015;2015;None;2014;2014;2014;2013;2013;2013;2012;2012;2012;2011;2011;2011;2010;2010;2010;2010;2010;2009;2009;2009;2008;2008;2008;2007;2006;2006;2006;2005;2004;2004;2003	2003	None	FA Final,1,LM4-;FA Final,2,LM4-;FA Final,1,LM4-;FA Final,1,LM4-;FA Final,1,LM4-;FA Final,2,LM4-;FA Final,2,LM4-;FA Final,1,LM4-;FA Final,1,LM4-;FA Final,1,LM4-;FA Final,1,LM2-;FA Final,1,LM2-;FA Final,1,LM2-;FA Final,1,LM2-;FA Final,4,LM2-;FA Final,1,LM2-;FA Final,5,LM4-;FA Final,5,LM4-;FA Final,6,LM4-;FA Final,6,LM4-;FA Final,5,LM4-;FA Final,4,LM4-;FB Final,2,LM4-;FA Final,3,LM4-;FA Final,4,LM4-;FA Final,3,LM2-;FA Final,4,LM4-;FB Final,3,LM2-;FB Final,5,LM2-;FB Final,1,LM2-;FB Final,1,LM2-;FB Final,5,LM4-;FC Final,2,LM4-;FA Final,3,BLM4-;FB Final,2,BLM4-;FB Final,1,LM8+;FC Final,6,LM4-;FA Final,6,BLM4-;FC Final,2,BLM4-;FA Final,3,LM8+;FB Final,6,JM2-
Maximilian SCHUBIGER	SUI	M	24 Feb 1985	1985	2003	2003	2003	FB Final,6,JM2-
Christian SPERB	SUI	M	2 Oct 1986	1986	2004;2003	2003	2004	FA Final,6,JM2x;FB Final,5,JM2x
Christian STALDER	SUI	M	26 Apr 1985	1985	2003	2003	2003	FC Final,2,JM4x
Rik VILS	SUI	M	2 Jun 1987	1987	2007;2006;2005;2004;2003	2003	2007	FB Final,3,BM2-;FD Final,4,M4-;FC Final,2,JM4-;FA Final,6,JM4-;FB Final,2,JM8+
Lukas WERNAS	SUI	M	30 Nov 1985	1985	2007;2006;2006;2006;2005;2005;2003	2003	2007	H3 Heat,3,M8+;FB Final,2,M8+;FA Final,4,M8+;FB Final,2,M8+;FA Final,6,BM2-;FC Final,1,M2-;FB Final,2,JM8+
Ralph WYRSCH	SUI	M	3 Apr 1986	1986	2004;2003	2003	2004	FA Final,6,JM4-;FB Final,2,JM8+
Lukas BABAC	SVK	M	20 Mar 1985	1985	2017;2017;2017;2017;2017;2016;2016;2016;2016;2016;2015;2015;2015;2015;None;2014;2014;2013;2012;2012;2012;2012;2011;2011;2011;2011;2010;2010;2010;2010;2010;2009;2009;2009;2009;2008;2008;2008;2007;2007;2007;2006;2006;2006;2005;2005;2004;2004;2003	2003	None	FB Final,2,LM1x;FB Final,5,LM1x;FA Final,3,LM1x;FB Final,2,LM1x;FA Final,5,LM1x;FA Final,3,LM1x;FA Final,2,LM1x;SA/B 2 Semifinal,5,M1x;FA Final,1,LM1x;FC Final,1,M1x;FA Final,1,LM1x;FA Final,2,LM1x;FA Final,2,LM1x;FA Final,1,LM1x;FA Final,1,LM1x;FB Final,3,LM1x;FC Final,4,M1x;FD Final,1,LM2x;FB Final,2,LM2x;FB Final,4,LM1x;SA/B 1 Semifinal,6,M2x;FD Final,1,M1x;FB Final,5,M1x;FD Final,1,M1x;FD Final,1,M1x;FC Final,2,M1x;FA Final,2,LM1x;FA Final,3,LM1x;FA Final,6,LM1x;FB Final,5,LM1x;FA Final,4,LM1x;FA Final,4,M1x;FC Final,1,LM1x;FB Final,5,LM1x;FB Final,1,LM1x;FA Final,2,M1x;FB Final,2,LM1x;FC Final,3,LM2x;FD Final,4,LM2x;FD Final,1,LM2x;FA Final,5,LM2x;FC Final,2,LM1x;FA Final,6,BLM1x;FB Final,3,LM1x;FA Final,2,BLM1x;FB Final,4,LM1x;FB Final,5,LM2x;SA/B 1 Semifinal,5,LM2x;FA Final,4,JM1x
Dusan HERDA	SVK	M	20 Aug 1985	1985	2003	2003	2003	FA Final,4,JM2+
Rastislav JURIK	SVK	M	16 Dec 1985	1985	2003	2003	2003	FA Final,4,JM2+
Matej SINSKY	SVK	M	23 Jul 1988	1988	2003	2003	2003	FA Final,4,JM2+
Carin ANDERSSON	SWE	W	23 Jan 1986	1986	2011;2008;2007;2006;2004;2003	2003	2011	FB Final,1,W2-;FC Final,3,BW2x;FB Final,6,BW1x;FC Final,3,BW1x;FC Final,4,JW2x;FB Final,4,JW2x
David ANDERSSON	SWE	M	1 Apr 1985	1985	2003	2003	2003	FB Final,4,JM2x
Johan HALLGREN	SWE	M	4 Mar 1985	1985	2003	2003	2003	FB Final,4,JM2x
Olexandr GOGUNS'KY	UKR	M	17 Jul 1985	1985	2006;2006;2003	2003	2006	FC Final,1,BLM4-;FB Final,4,LM4-;FB Final,5,JM4x
Olena HURKOVSKA	UKR	W	28 Oct 1987	1987	2005;2003	2003	2005	FB Final,1,JW4-;FB Final,5,JW4x
Anton KHOLYAZNYKOV	UKR	M	10 Dec 1986	1986	2018;2017;2017;2016;2016;2015;2015;2014;2013;2012;2012;2012;2012;2012;2011;2011;2011;2011;2010;2010;2010;2010;2009;2009;2008;2007;2005;2004;2003	2003	2018	FC Final,5,M2-;FB Final,3,M8+;FB Final,1,M8+;R1 Repechage,4,M2-;FC Final,3,M2-;FD Final,1,M4-;FB Final,1,M8+;FC Final,4,M4-;FB Final,4,M8+;FA Final,4,M8+;FB Final,2,M8+;FA Final,4,M8+;R Repechage,5,M8+;FA Final,5,M8+;F Final,3,M8+;FB Final,1,M8+;FB Final,2,M8+;FB Final,1,M8+;FB Final,4,M8+;FA Final,3,M8+;FB Final,6,M2-;FA Final,5,M8+;FA Final,2,M8+;FB Final,2,M8+;FB Final,4,BM2x;FB Final,2,BM4x;FA Final,6,BM8+;FA Final,1,JM4+;FB Final,1,JM4+
Valentyn KLETSKOY	GEO	M	11 Jan 1986	1986	2015;2015;2014;2014;2013;2012;2012;2012;2012;2012;2011;2011;2011;2011;2010;2010;2010;2010;2009;2009;2007;2006;2003	2003	2015	FD Final,1,M4-;FB Final,1,M8+;FB Final,6,M4-;FB Final,2,M8+;FB Final,4,M8+;FA Final,4,M8+;FB Final,2,M8+;FA Final,4,M8+;R Repechage,5,M8+;FA Final,5,M8+;F Final,3,M8+;FB Final,1,M8+;FB Final,2,M8+;FB Final,1,M8+;FB Final,4,M8+;FA Final,3,M8+;FB Final,6,M2-;FA Final,5,M8+;FA Final,2,M8+;FB Final,2,M8+;FB Final,2,BM4x;FC Final,5,M2x;FB Final,5,JM4x
Anna KRAVCHENKO	UKR	W	25 Jun 1986	1986	2016;2016;2016;2015;2015;2014;2014;2013;2012;2012;2012;2012;2012;2011;2011;2011;2011;2009;2008;2006;2006;2005;2004;2003	2003	2016	FA Final,6,W2x;FB Final,3,W2x;FB Final,1,W2x;FB Final,5,W4x;R1 Repechage,5,W8+;FA Final,6,W4-;FA Final,5,W8+;FB Final,3,W2x;FB Final,2,W2x;FB Final,4,W2x;FA Final,6,W2x;FB Final,2,W2x;FB Final,1,W2x;FA Final,5,W2-;R Repechage,6,W8+;FA Final,6,W4x;FA Final,4,W8+;FA Final,3,W8+;FA Final,5,BW2x;FB Final,1,BW2x;FB Final,1,W4x;FC Final,2,BW2x;FA Final,2,JW4x;FB Final,5,JW4x
Oleksandr PAKHOMOV	UKR	M	18 Dec 1986	1986	2008;2008;2007;2006;2006;2005;2004;2004;2003	2003	2008	FB Final,2,M8+;FA Final,2,BM4x;FB Final,3,M2+;FA Final,1,BM4x;FB Final,3,M4x;FA Final,3,BM4x;FA Final,5,BM8+;F Final,1,JM2+;FB Final,5,JM4x
Anatoliy PAVLYUK	UKR	M	28 May 1986	1986	2005;2004;2004;2003	2003	2005	FA Final,6,BM8+;FB Final,5,BM4-;FA Final,1,JM4+;FB Final,1,JM4+
Vitaliy RASKYDNYY	UKR	M	5 Feb 1986	1986	2005;2004;2003	2003	2005	FA Final,6,BM8+;FA Final,1,JM4+;FB Final,1,JM4+
Oleksandr SHARAY	UKR	M	20 Sep 1986	1986	2004;2003	2003	2004	SC/D 2 Semifinal,4,BM2-;FC Final,1,JM4-
Andriy SHPAK	UKR	M	3 Mar 1986	1986	2014;2012;2012;2012;2011;2010;2010;2010;2010;2009;2009;2008;2008;2007;2007;2006;2005;2004;2003	2003	2014	FB Final,2,M8+;X Exhibition,4,M8+;R Repechage,6,M4-;FC Final,4,M4-;FB Final,1,M8+;FB Final,4,M8+;FA Final,3,M8+;FA Final,6,M8+;FA Final,5,M8+;FA Final,2,M8+;FB Final,2,M8+;FB Final,2,M8+;FA Final,2,BM4+;FA Final,4,M8+;FB Final,5,BM4-;FB Final,3,BM8+;FA Final,6,BM8+;FA Final,1,JM4+;FB Final,1,JM4+
Vitaliy YERCHENKO	UKR	M	2 May 1986	1986	2003	2003	2003	FC Final,1,JM4-
Owen CADWALADER	USA	M	22 Feb 1985	1985	2003	2003	2003	FB Final,4,JM4-
Charles COLE	USA	M	21 Jun 1986	1986	2016;2016;2016;2015;2015;2014;2012;2011;2011;2010;2010;2010;2009;2009;2009;2008;2007;2006;2004;2003	2003	2016	FB Final,1,M4-;FA Final,4,M4-;FA Final,1,M4-;FB Final,1,M4-;FA Final,1,M4-;FA Final,6,M2-;FA Final,3,M4-;FA Final,4,M4-;FA Final,3,M4-;FA Final,6,M8+;FB Final,4,M2-;FA Final,6,M2-;FA Final,5,M2-;FA Final,3,M2-;FB Final,1,M2-;FA Final,1,BM8+;FA Final,4,BM8+;FC Final,2,BM4x;FA Final,5,JM8+;FA Final,2,JM8+
COOKE	USA	M	25 Oct 1985	1985	2003	2003	2003	FA Final,2,JM8+
Cara DERMODY	USA	W	29 Mar 1987	1987	2004;2003	2003	2004	FC Final,3,JW2x;FB Final,6,JW2x
Melinda FIESLER	USA	W	9 May 1986	1986	2004;2003	2003	2004	FA Final,6,JW2-;FA Final,2,JW8+
Kelly FOSTER	USA	W	24 Sep 1985	1985	2003	2003	2003	FA Final,2,JW8+
Meghan GAAB	USA	W	22 Jun 1985	1985	2003	2003	2003	FB Final,7,JW1x
Bryan GEIST	USA	M	2 Sep 1986	1986	2003	2003	2003	FA Final,4,JM4+
Will GOLDENHEIM	USA	M	19 Mar 1985	1985	2003	2003	2003	FA Final,2,JM8+
Jennie HANSEN	USA	W	28 Oct 1985	1985	2003	2003	2003	FB Final,1,JW2-
Caroline KRUSE	USA	W	23 Mar 1985	1985	2003	2003	2003	FA Final,2,JW8+
Sara LIPPA	USA	W	19 Jul 1985	1985	2003	2003	2003	FA Final,2,JW8+
Al MONTE	USA	M	11 Feb 1985	1985	2003	2003	2003	FC Final,2,JM2x
Stephen NEWARK	USA	M	23 Aug 1985	1985	2003	2003	2003	FA Final,2,JM8+
Joseph NOZZOLILLO	USA	M	23 Jan 1986	1986	2003	2003	2003	FA Final,4,JM4+
Glenn OCHAL	USA	M	1 Mar 1986	1986	2018;2016;2016;2016;2015;2015;2014;2013;2012;2011;2011;2011;2010;2010;2010;2009;2009;2009;2007;2005;2003	2003	2018	FA Final,4,M8+;FA Final,4,M8+;FA Final,3,M8+;FA Final,1,M8+;FB Final,1,M4-;FA Final,1,M4-;FA Final,6,M2-;FA Final,1,M8+;FA Final,3,M4-;FB Final,2,M4x;FB Final,5,M2x;FA Final,5,M2x;FB Final,1,M2x;FB Final,1,M2x;FA Final,4,M2x;FB Final,6,M4x;FA Final,4,M4x;FA Final,5,M2x;FC Final,4,BM4x;FB Final,6,BM4x;FC Final,2,JM2x
Courtney PLITT	USA	W	7 Mar 1985	1985	2003	2003	2003	FA Final,2,JW8+
Schuyler REECE	USA	M	5 May 1985	1985	2003	2003	2003	FA Final,2,JM8+
Emily SCHOFIELD	USA	W	10 Oct 1986	1986	2004;2003	2003	2004	FC Final,3,JW2x;FB Final,6,JW2x
Quinn SIVAGE	USA	M	27 May 1986	1986	2003	2003	2003	FA Final,2,JM8+
Andrea SOOTER	USA	W	13 Jul 1985	1985	2007;2003	2003	2007	FA Final,3,BW8+;FB Final,1,JW2-
Rickey VISINSKI JR	USA	M	28 Jun 1985	1985	2003	2003	2003	FC Final,3,JM1x
Solon WAYNE APOSHIAN	USA	M	6 Apr 1986	1986	2004;2003	2003	2004	FC Final,4,JM4-;FA Final,4,JM4+
Max WYATT	CAN	M	19 May 1986	1986	2006;2004;2003	2003	2006	FA Final,1,BM8+;FA Final,5,JM8+;FA Final,4,JM4+
Ping ZHAO	CHN	W	7 Feb 1982	1982	None	None	NoneNone
Diego AGUIRREGOMEZCORTA	ESP	M	9 Dec 1974	1974	2007;2007;2004;2004;2004;2003	2003	2007	FC Final,2,M4-;FC Final,4,M2-;FA Final,6,M2+;H3 Heat,5,M2x;H2 Heat,5,M2-;FC Final,3,M4-
Andreu CASTELLA GASPARIN	ESP	M	13 Jan 1986	1986	2011;2011;2010;2010;2010;2010;2009;2009;2009;2008;2008;2007;2004;2003	2003	2011	FA Final,4,LM4-;FC Final,4,LM4-;FB Final,4,LM2-;F Final,3,LM2-;FC Final,4,LM4-;FB Final,5,LM4-;FA Final,6,LM4-;FB Final,1,LM4-;FA Final,6,LM4-;FA Final,1,BLM4-;FB Final,5,LM4-;FB Final,6,BLM4-;FB Final,1,JM8+;FC Final,3,JM4x
Pau GIMENEZ GRAU	ESP	M	17 Jan 1986	1986	None	None	NoneNone
Kairi KILLING	EST	W	27 Aug 1988	1988	None	None	NoneNone
Sigrid KURGJAERV	EST	W	30 Mar 1988	1988	None	None	NoneNone
Xavier BOUCHARD	FRA	M	28 Jun 1985	1985	None	None	NoneNone
Sebastien DECODTS	FRA	M	15 Feb 1985	1985	None	None	NoneNone
Amaury DUCHAUSSOY	FRA	M	11 Apr 1985	1985	None	None	NoneNone
Camilla ESPANA	ITA	W	1 Mar 1988	1988	2009;2009;2008;2008;2006;2005;2004	2004	2009	FA Final,2,BW4-;FA Final,4,W4-;FA Final,4,W8+;FA Final,1,BW4-;FA Final,2,JW4-;FA Final,1,JW4-;FB Final,2,JW8+
Damien MARGAT	FRA	M	10 Apr 1983	1983	2007;2007;2007;2006;2006;2005;2005;2004;2003;2003	2003	2007	FB Final,1,LM4-;FB Final,1,LM2-;FB Final,5,LM4-;FB Final,1,LM2-;FA Final,3,LM2-;FB Final,2,LM2-;FB Final,2,LM2-;FA Final,1,LM8+;F Final,3,LM8+;FA Final,2,BLM4-
Donatien MORTELETTE	FRA	M	26 Apr 1982	1982	2007;2007;2006;2006;2006;2005;2005;2005;2004;2004;2004;2004;2004;2003;2000	2000	2007	FB Final,3,M8+;FB Final,4,M8+;FB Final,4,M8+;FB Final,3,M2-;H2 Heat,6,M8+;FB Final,3,M8+;FA Final,6,M8+;FA Final,6,M8+;FA Final,6,M8+;FB Final,2,BM4x;R1 Repechage,5,M8+;FB Final,1,M8+;FA Final,3,M8+;FA Final,2,BM8+;SA/B 2 Semifinal,1,JM4x
Maeve TITEUX	FRA	W	3 May 1985	1985	None	None	NoneNone
Paul ASKAM-SPENCER	GBR	M	1 May 1982	1982	2004;2003	2003	2004	FA Final,1,LTAMix4+;FB Final,1,LTAMix4x+
Benjamin COLALUCA	GBR	M	21 Feb 1985	1985	None	None	NoneNone
Alan CROWTHER	GBR	M	29 Jul 1965	1965	2007;2007;2006;2005;2004;2003	2003	2007	FA Final,2,LTAMix4+;FA Final,1,LTAMix4+;FA Final,1,LTAMix4+;FA Final,1,LTAMix4+;FA Final,1,LTAMix4+;FB Final,1,LTAMix4x+
Rob HOLLIDAY	GBR	M	11 Aug 1959	1959	2005;2004;2003	2003	2005	FA Final,5,ASM1x;FA Final,2,ASM1x;F Final,1,ASM1x
Mark POLLOCK	GBR	M	29 Feb 1976	1976	None	None	NoneNone
Loretta WILLIAMS	GBR	W	26 Dec 1975	1975	2005;2004;2003	2003	2005	FA Final,1,LTAMix4+;FA Final,1,LTAMix4+;FB Final,1,LTAMix4x+
Judith ALDINGER	GER	W	29 Jun 1985	1985	2009;2008;2007;2007;2006;2006	2006	2009	H2 Heat,4,W1x;FB Final,1,W4x;FA Final,3,W4x;FA Final,4,BW1x;FA Final,3,BW4x;FB Final,6,W2x
Julia FALKENBERG	GER	W	20 Oct 1988	1988	None	None	NoneNone
Max BANDEL	GER	M	10 Jan 1986	1986	2008;2008;2007;2006;2004	2004	2008	FA Final,4,M8+;FA Final,4,BM8+;FA Final,2,BM8+;FA Final,2,BM8+;FA Final,3,JM8+
Simon BURKEL	GER	M	22 Apr 1986	1986	2006	2006	2006	FB Final,4,LM2-
Karim DJAMSHIDI GILANI	GER	M	20 Apr 1985	1985	2007;2006;2005;2004	2004	2007	FA Final,6,BLM4x;FA Final,1,BLM4x;FA Final,3,BLM4x;FA Final,4,BLM4x
Robin EHRMINGER	GER	M	29 Nov 1986	1986	2004	2004	2004	FA Final,3,JM2x
Michael EIBERLE	GER	M	28 Nov 1986	1986	2006;2004	2004	2006	FB Final,2,BM4+;FA Final,3,JM8+
